"up.or.downregulated","subnetwork","GO.ID","Term","Annotated","Significant","Expected","classicFisher","sig_ids"
"upregulated","geometry","GO:0033993","response to lipid",891,17,8.5,0.00533,"AT1G08720;AT1G12010;AT2G33150;AT2G33590;AT2G43350;AT3G16770;AT3G48170;AT3G51430;AT3G52430;AT3G55830;AT4G08920;AT4G31550;AT4G35770;AT4G36780;AT5G08335;AT5G13930;AT5G58940"
"upregulated","geometry","GO:0032984","protein-containing complex disassembly",74,4,0.71,0.00551,"AT2G43800;AT3G16640;AT5G07780;AT5G59890"
"upregulated","geometry","GO:0015979","photosynthesis",222,7,2.12,0.00557,"AT1G16720;AT2G30950;AT2G34420;AT2G40300;AT3G61470;AT4G22890;AT5G66190"
"upregulated","geometry","GO:0170043","non-proteinogenic amino acid biosyntheti...",12,2,0.11,0.00562,"AT4G17830;AT5G12200"
"upregulated","geometry","GO:1902288","regulation of defense response to oomyce...",12,2,0.11,0.00562,"AT3G25020;AT4G14400"
"upregulated","geometry","GO:0030422","siRNA processing",39,3,0.37,0.00608,"AT1G63020;AT1G69440;AT2G40030"
"upregulated","geometry","GO:0035194","regulatory ncRNA-mediated post-transcrip...",39,3,0.37,0.00608,"AT1G63020;AT1G69440;AT2G40030"
"upregulated","geometry","GO:0009628","response to abiotic stimulus",2214,33,21.13,0.00652,"AT1G08720;AT1G22790;AT1G80360;AT2G30950;AT2G33590;AT2G34420;AT2G41430;AT2G43350;AT2G46590;AT3G12360;AT3G14230;AT3G16640;AT3G16770;AT3G21560;AT3G48170;AT3G52430;AT3G61470;AT4G08920;AT4G14400;AT4G17250;AT4G27450;AT4G34100;AT4G34600;AT4G35770;AT4G37930;AT5G05270;AT5G13930;AT5G22270;AT5G43470;AT5G46180;AT5G54940;AT5G54960;AT5G58940"
"upregulated","geometry","GO:0030834","regulation of actin filament depolymeriz...",13,2,0.12,0.0066,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0030837","negative regulation of actin filament po...",13,2,0.12,0.0066,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0042436","indole-containing compound catabolic pro...",13,2,0.12,0.0066,"AT1G80360;AT4G35220"
"upregulated","geometry","GO:0006635","fatty acid beta-oxidation",41,3,0.39,0.00699,"AT2G33150;AT3G51840;AT4G16210"
"upregulated","geometry","GO:0019748","secondary metabolic process",233,7,2.22,0.0072,"AT1G80360;AT2G23010;AT2G46590;AT3G21560;AT3G52430;AT4G34100;AT5G13930"
"upregulated","geometry","GO:0008154","actin polymerization or depolymerization",42,3,0.4,0.00748,"AT2G43800;AT5G07780;AT5G59890"
"upregulated","geometry","GO:0010043","response to zinc ion",43,3,0.41,0.00798,"AT2G32520;AT3G07720;AT3G22460"
"upregulated","geometry","GO:0044237","cellular metabolic process",7640,90,72.91,0.00818,"AT1G02220;AT1G03090;AT1G04970;AT1G08720;AT1G12010;AT1G16720;AT1G21250;AT1G55090;AT1G56140;AT1G63020;AT1G63350;AT1G66920;AT1G67000;AT1G67260;AT1G69440;AT1G69730;AT1G70530;AT1G77130;AT1G78620;AT1G79670;AT1G80360;AT2G17520;AT2G20630;AT2G20725;AT2G23200;AT2G25710;AT2G28890;AT2G30720;AT2G30950;AT2G32260;AT2G33150;AT2G33550;AT2G34420;AT2G37260;AT2G40030;AT2G40300;AT2G42040;AT2G45980;AT2G46590;AT2G47070;AT3G14230;AT3G15290;AT3G16770;AT3G17470;AT3G22460;AT3G27820;AT3G29035;AT3G51840;AT3G52430;AT3G54620;AT3G55830;AT3G60180;AT3G61470;AT4G02420;AT4G08920;AT4G14070;AT4G16210;AT4G17830;AT4G18520;AT4G22890;AT4G23130;AT4G23270;AT4G29050;AT4G31550;AT4G34030;AT4G34100;AT4G35220;AT4G36780;AT4G37930;AT4G39180;AT5G12200;AT5G13290;AT5G13930;AT5G22270;AT5G35170;AT5G38990;AT5G39020;AT5G39790;AT5G42300;AT5G46180;AT5G46920;AT5G49650;AT5G49970;AT5G53850;AT5G57660;AT5G58940;AT5G60600;AT5G61500;AT5G63800;AT5G66190"
"upregulated","geometry","GO:0009062","fatty acid catabolic process",44,3,0.42,0.00851,"AT2G33150;AT3G51840;AT4G16210"
"upregulated","geometry","GO:0009765","photosynthesis, light harvesting",44,3,0.42,0.00851,"AT2G30950;AT2G34420;AT3G61470"
"upregulated","geometry","GO:0009862","systemic acquired resistance, salicylic ...",15,2,0.14,0.00877,"AT3G52430;AT5G60600"
"upregulated","geometry","GO:0010310","regulation of hydrogen peroxide metaboli...",15,2,0.14,0.00877,"AT3G52430;AT4G08920"
"upregulated","geometry","GO:0030833","regulation of actin filament polymerizat...",15,2,0.14,0.00877,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0031333","negative regulation of protein-containin...",15,2,0.14,0.00877,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0032272","negative regulation of protein polymeriz...",15,2,0.14,0.00877,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0008652","amino acid biosynthetic process",189,6,1.8,0.00972,"AT3G22460;AT4G17830;AT4G37930;AT5G12200;AT5G46180;AT5G53850"
"upregulated","geometry","GO:0006301","postreplication repair",16,2,0.15,0.00996,"AT1G16890;AT1G70660"
"upregulated","geometry","GO:0044283","small molecule biosynthetic process",652,13,6.22,0.01006,"AT1G78620;AT1G80360;AT2G33150;AT2G46590;AT3G22460;AT3G52430;AT4G14070;AT4G17830;AT4G37930;AT5G12200;AT5G13930;AT5G46180;AT5G53850"
"upregulated","geometry","GO:0006468","protein phosphorylation",1031,18,9.84,0.01009,"AT1G08720;AT1G21250;AT1G56140;AT1G67000;AT1G69730;AT1G70530;AT1G79670;AT2G17520;AT2G23200;AT4G02420;AT4G08920;AT4G23130;AT4G23270;AT4G29050;AT5G13290;AT5G38990;AT5G39020;AT5G58940"
"upregulated","geometry","GO:0016053","organic acid biosynthetic process",510,11,4.87,0.01013,"AT1G80360;AT2G33150;AT2G46590;AT3G22460;AT3G52430;AT4G14070;AT4G17830;AT4G37930;AT5G12200;AT5G46180;AT5G53850"
"upregulated","geometry","GO:0046394","carboxylic acid biosynthetic process",510,11,4.87,0.01013,"AT1G80360;AT2G33150;AT2G46590;AT3G22460;AT3G52430;AT4G14070;AT4G17830;AT4G37930;AT5G12200;AT5G46180;AT5G53850"
"upregulated","geometry","GO:0019395","fatty acid oxidation",47,3,0.45,0.0102,"AT2G33150;AT3G51840;AT4G16210"
"upregulated","geometry","GO:0046283","anthocyanin-containing compound metaboli...",47,3,0.45,0.0102,"AT3G21560;AT4G08920;AT5G13930"
"upregulated","geometry","GO:0042180","cellular ketone metabolic process",137,5,1.31,0.01021,"AT1G80360;AT2G46590;AT3G52430;AT4G35220;AT5G13930"
"upregulated","geometry","GO:0140546","defense response to symbiont",311,8,2.97,0.01025,"AT1G69440;AT3G52430;AT4G08920;AT4G31550;AT4G37930;AT5G43470;AT5G46180;AT5G60600"
"upregulated","geometry","GO:0009812","flavonoid metabolic process",90,4,0.86,0.01087,"AT3G21560;AT4G08920;AT5G05270;AT5G13930"
"upregulated","geometry","GO:0051494","negative regulation of cytoskeleton orga...",17,2,0.16,0.01122,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:1902904","negative regulation of supramolecular fi...",17,2,0.16,0.01122,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0007166","cell surface receptor signaling pathway",49,3,0.47,0.01143,"AT1G21250;AT1G69730;AT1G79670"
"upregulated","geometry","GO:0042743","hydrogen peroxide metabolic process",49,3,0.47,0.01143,"AT3G27820;AT3G52430;AT4G08920"
"upregulated","geometry","GO:0009753","response to jasmonic acid",199,6,1.9,0.01231,"AT3G16770;AT3G51430;AT3G52430;AT4G31550;AT4G35770;AT5G13930"
"upregulated","geometry","GO:0022411","cellular component disassembly",94,4,0.9,0.0126,"AT2G43800;AT3G16640;AT5G07780;AT5G59890"
"upregulated","geometry","GO:0043436","oxoacid metabolic process",981,17,9.36,0.01312,"AT1G03090;AT1G80360;AT2G33150;AT2G46590;AT3G15290;AT3G22460;AT3G51840;AT3G52430;AT4G14070;AT4G16210;AT4G17830;AT4G34030;AT4G35220;AT4G37930;AT5G12200;AT5G46180;AT5G53850"
"upregulated","geometry","GO:2000377","regulation of reactive oxygen species me...",52,3,0.5,0.01343,"AT3G52430;AT4G08920;AT5G22270"
"upregulated","geometry","GO:0008152","metabolic process",10348,115,98.75,0.01366,"AT1G02220;AT1G03090;AT1G04970;AT1G08720;AT1G09130;AT1G12010;AT1G16720;AT1G16890;AT1G21250;AT1G49050;AT1G55090;AT1G56140;AT1G63020;AT1G63350;AT1G66920;AT1G67000;AT1G67260;AT1G68660;AT1G69440;AT1G69730;AT1G70530;AT1G70660;AT1G72190;AT1G77130;AT1G78620;AT1G79670;AT1G80360;AT1G80420;AT2G17520;AT2G20630;AT2G20725;AT2G23010;AT2G23200;AT2G25710;AT2G28890;AT2G30720;AT2G30950;AT2G32260;AT2G33150;AT2G33530;AT2G33550;AT2G34420;AT2G36680;AT2G37260;AT2G40030;AT2G40300;AT2G42040;AT2G45980;AT2G46590;AT2G47070;AT3G05200;AT3G07720;AT3G12040;AT3G14230;AT3G15290;AT3G16770;AT3G17470;AT3G21560;AT3G22460;AT3G27820;AT3G29035;AT3G51430;AT3G51840;AT3G52430;AT3G54620;AT3G55830;AT3G60180;AT3G61470;AT3G61540;AT4G02420;AT4G08920;AT4G14070;AT4G14400;AT4G16210;AT4G17486;AT4G17830;AT4G18520;AT4G22890;AT4G23130;AT4G23270;AT4G29050;AT4G31550;AT4G33565;AT4G34030;AT4G34100;AT4G35220;AT4G36780;AT4G37930;AT4G39180;AT5G05270;AT5G08335;AT5G11920;AT5G12200;AT5G13290;AT5G13930;AT5G22270;AT5G35170;AT5G38990;AT5G39020;AT5G39790;AT5G42300;AT5G46180;AT5G46920;AT5G49650;AT5G49970;AT5G50920;AT5G53850;AT5G57660;AT5G58940;AT5G60600;AT5G61500;AT5G62560;AT5G63800;AT5G65760;AT5G66190"
"upregulated","geometry","GO:0001666","response to hypoxia",264,7,2.52,0.01366,"AT2G33590;AT2G41430;AT3G14230;AT3G52430;AT4G27450;AT5G54940;AT5G54960"
"upregulated","geometry","GO:0009415","response to water",394,9,3.76,0.0137,"AT1G08720;AT2G33590;AT2G41430;AT2G43350;AT2G46590;AT3G16640;AT3G48170;AT4G08920;AT4G34100"
"upregulated","geometry","GO:0006525","arginine metabolic process",19,2,0.18,0.01393,"AT4G17830;AT5G46180"
"upregulated","geometry","GO:0006082","organic acid metabolic process",988,17,9.43,0.01398,"AT1G03090;AT1G80360;AT2G33150;AT2G46590;AT3G15290;AT3G22460;AT3G51840;AT3G52430;AT4G14070;AT4G16210;AT4G17830;AT4G34030;AT4G35220;AT4G37930;AT5G12200;AT5G46180;AT5G53850"
"upregulated","geometry","GO:0016441","post-transcriptional gene silencing",53,3,0.51,0.01414,"AT1G63020;AT1G69440;AT2G40030"
"upregulated","geometry","GO:0170034","L-amino acid biosynthetic process",149,5,1.42,0.01427,"AT3G22460;AT4G17830;AT4G37930;AT5G46180;AT5G53850"
"upregulated","geometry","GO:0170038","proteinogenic amino acid biosynthetic pr...",149,5,1.42,0.01427,"AT3G22460;AT4G17830;AT4G37930;AT5G46180;AT5G53850"
"upregulated","geometry","GO:0000302","response to reactive oxygen species",150,5,1.43,0.01465,"AT2G40300;AT2G43350;AT3G29035;AT4G08920;AT5G58940"
"upregulated","geometry","GO:0036293","response to decreased oxygen levels",268,7,2.56,0.01473,"AT2G33590;AT2G41430;AT3G14230;AT3G52430;AT4G27450;AT5G54940;AT5G54960"
"upregulated","geometry","GO:0070482","response to oxygen levels",269,7,2.57,0.01501,"AT2G33590;AT2G41430;AT3G14230;AT3G52430;AT4G27450;AT5G54940;AT5G54960"
"upregulated","geometry","GO:0007165","signal transduction",1486,23,14.18,0.01504,"AT1G08720;AT1G21250;AT1G69730;AT1G79670;AT2G17520;AT2G33150;AT2G43350;AT2G46590;AT3G16770;AT3G25020;AT3G44400;AT3G44630;AT3G52430;AT4G08920;AT4G13810;AT4G14400;AT4G16670;AT4G31550;AT4G36780;AT5G08335;AT5G22270;AT5G46490;AT5G60600"
"upregulated","geometry","GO:0009416","response to light stimulus",764,14,7.29,0.01522,"AT1G22790;AT1G80360;AT2G30950;AT2G34420;AT2G41430;AT2G46590;AT3G52430;AT3G61470;AT4G08920;AT4G14400;AT4G35770;AT4G37930;AT5G13930;AT5G43470"
"upregulated","geometry","GO:0009645","response to low light intensity stimulus",20,2,0.19,0.01538,"AT3G61470;AT4G08920"
"upregulated","geometry","GO:0007015","actin filament organization",102,4,0.97,0.01656,"AT2G43800;AT3G55770;AT5G07780;AT5G59890"
"upregulated","geometry","GO:0001101","response to acid chemical",408,9,3.89,0.01682,"AT1G08720;AT2G33590;AT2G41430;AT2G43350;AT2G46590;AT3G16640;AT3G48170;AT4G08920;AT4G34100"
"upregulated","geometry","GO:0008064","regulation of actin polymerization or de...",21,2,0.2,0.01689,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0009074","aromatic amino acid family catabolic pro...",21,2,0.2,0.01689,"AT1G80360;AT4G35220"
"upregulated","geometry","GO:0030041","actin filament polymerization",21,2,0.2,0.01689,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0030832","regulation of actin filament length",21,2,0.2,0.01689,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0032271","regulation of protein polymerization",21,2,0.2,0.01689,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0034440","lipid oxidation",57,3,0.54,0.01718,"AT2G33150;AT3G51840;AT4G16210"
"upregulated","geometry","GO:0009641","shade avoidance",22,2,0.21,0.01847,"AT1G80360;AT4G08920"
"upregulated","geometry","GO:0000096","sulfur amino acid metabolic process",59,3,0.56,0.01882,"AT1G80360;AT3G22460;AT5G53850"
"upregulated","geometry","GO:0051493","regulation of cytoskeleton organization",59,3,0.56,0.01882,"AT2G43800;AT3G16640;AT5G07780"
"upregulated","geometry","GO:0070918","regulatory ncRNA processing",59,3,0.56,0.01882,"AT1G63020;AT1G69440;AT2G40030"
"upregulated","geometry","GO:0009314","response to radiation",787,14,7.51,0.01914,"AT1G22790;AT1G80360;AT2G30950;AT2G34420;AT2G41430;AT2G46590;AT3G52430;AT3G61470;AT4G08920;AT4G14400;AT4G35770;AT4G37930;AT5G13930;AT5G43470"
"upregulated","geometry","GO:0097435","supramolecular fiber organization",161,5,1.54,0.0193,"AT2G43800;AT3G16640;AT3G55770;AT5G07780;AT5G59890"
"upregulated","geometry","GO:0044087","regulation of cellular component biogene...",107,4,1.02,0.0194,"AT1G69390;AT2G43800;AT4G08920;AT5G07780"
"upregulated","geometry","GO:0023052","signaling",1524,23,14.54,0.01965,"AT1G08720;AT1G21250;AT1G69730;AT1G79670;AT2G17520;AT2G33150;AT2G43350;AT2G46590;AT3G16770;AT3G25020;AT3G44400;AT3G44630;AT3G52430;AT4G08920;AT4G13810;AT4G14400;AT4G16670;AT4G31550;AT4G36780;AT5G08335;AT5G22270;AT5G46490;AT5G60600"
"upregulated","geometry","GO:0009767","photosynthetic electron transport chain",60,3,0.57,0.01968,"AT2G30950;AT4G22890;AT5G66190"
"upregulated","geometry","GO:0120255","olefinic compound biosynthetic process",60,3,0.57,0.01968,"AT1G12010;AT1G80360;AT5G13930"
"upregulated","geometry","GO:0009768","photosynthesis, light harvesting in phot...",23,2,0.22,0.0201,"AT2G34420;AT3G61470"
"upregulated","geometry","GO:0048768","root hair cell tip growth",23,2,0.22,0.0201,"AT1G49240;AT3G16640"
"upregulated","geometry","GO:0071577","zinc ion transmembrane transport",23,2,0.22,0.0201,"AT1G05300;AT3G08650"
"upregulated","geometry","GO:0072329","monocarboxylic acid catabolic process",61,3,0.58,0.02055,"AT2G33150;AT3G51840;AT4G16210"
"upregulated","geometry","GO:0009723","response to ethylene",165,5,1.57,0.02121,"AT1G08720;AT3G16770;AT3G51430;AT3G52430;AT5G22270"
"upregulated","geometry","GO:0042440","pigment metabolic process",165,5,1.57,0.02121,"AT3G21560;AT4G08920;AT5G13930;AT5G49650;AT5G50920"
"upregulated","geometry","GO:0030036","actin cytoskeleton organization",110,4,1.05,0.02123,"AT2G43800;AT3G55770;AT5G07780;AT5G59890"
"upregulated","geometry","GO:0009626","plant-type hypersensitive response",62,3,0.59,0.02145,"AT4G37930;AT5G43470;AT5G46180"
"upregulated","geometry","GO:0034050","symbiont-induced defense-related program...",63,3,0.6,0.02237,"AT4G37930;AT5G43470;AT5G46180"
"upregulated","geometry","GO:0006551","L-leucine metabolic process",25,2,0.24,0.02354,"AT1G03090;AT4G34030"
"upregulated","geometry","GO:0019674","NAD metabolic process",25,2,0.24,0.02354,"AT1G55090;AT5G49970"
"upregulated","geometry","GO:0110053","regulation of actin filament organizatio...",25,2,0.24,0.02354,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0007154","cell communication",1552,23,14.81,0.0237,"AT1G08720;AT1G21250;AT1G69730;AT1G79670;AT2G17520;AT2G33150;AT2G43350;AT2G46590;AT3G16770;AT3G25020;AT3G44400;AT3G44630;AT3G52430;AT4G08920;AT4G13810;AT4G14400;AT4G16670;AT4G31550;AT4G36780;AT5G08335;AT5G22270;AT5G46490;AT5G60600"
"upregulated","geometry","GO:0042542","response to hydrogen peroxide",65,3,0.62,0.02427,"AT2G43350;AT3G29035;AT5G58940"
"upregulated","geometry","GO:0031347","regulation of defense response",234,6,2.23,0.02512,"AT1G08720;AT3G25020;AT3G52430;AT4G08920;AT4G14400;AT5G43470"
"upregulated","geometry","GO:0006555","methionine metabolic process",26,2,0.25,0.02534,"AT1G80360;AT5G53850"
"upregulated","geometry","GO:0009083","branched-chain amino acid catabolic proc...",26,2,0.25,0.02534,"AT1G03090;AT4G34030"
"upregulated","geometry","GO:0009084","glutamine family amino acid biosynthetic...",27,2,0.26,0.0272,"AT4G17830;AT5G46180"
"upregulated","geometry","GO:0032509","endosome transport via multivesicular bo...",27,2,0.26,0.0272,"AT1G03950;AT2G36680"
"upregulated","geometry","GO:0030029","actin filament-based process",119,4,1.14,0.02735,"AT2G43800;AT3G55770;AT5G07780;AT5G59890"
"upregulated","geometry","GO:1901607","alpha-amino acid biosynthetic process",179,5,1.71,0.02883,"AT3G22460;AT4G17830;AT4G37930;AT5G46180;AT5G53850"
"upregulated","geometry","GO:0006829","zinc ion transport",28,2,0.27,0.02911,"AT1G05300;AT3G08650"
"upregulated","geometry","GO:0071985","multivesicular body sorting pathway",28,2,0.27,0.02911,"AT1G03950;AT2G36680"
"upregulated","geometry","GO:0009698","phenylpropanoid metabolic process",122,4,1.16,0.0296,"AT1G80360;AT3G21560;AT4G34100;AT5G13930"
"upregulated","geometry","GO:0006979","response to oxidative stress",451,9,4.3,0.02964,"AT2G25080;AT2G40300;AT2G43350;AT3G12260;AT3G29035;AT4G08920;AT4G35770;AT5G13930;AT5G58940"
"upregulated","geometry","GO:0042537","benzene-containing compound metabolic pr...",71,3,0.68,0.03047,"AT2G33150;AT3G52430;AT4G35220"
"upregulated","geometry","GO:0009414","response to water deprivation",385,8,3.67,0.03198,"AT1G08720;AT2G33590;AT2G41430;AT2G43350;AT3G16640;AT3G48170;AT4G08920;AT4G34100"
"upregulated","geometry","GO:0006563","L-serine metabolic process",30,2,0.29,0.03309,"AT3G22460;AT4G37930"
"upregulated","geometry","GO:0009692","ethylene metabolic process",30,2,0.29,0.03309,"AT1G12010;AT1G80360"
"upregulated","geometry","GO:0009693","ethylene biosynthetic process",30,2,0.29,0.03309,"AT1G12010;AT1G80360"
"upregulated","geometry","GO:0042762","regulation of sulfur metabolic process",30,2,0.29,0.03309,"AT1G80360;AT3G52430"
"upregulated","geometry","GO:0043449","cellular alkene metabolic process",30,2,0.29,0.03309,"AT1G12010;AT1G80360"
"upregulated","geometry","GO:0043450","alkene biosynthetic process",30,2,0.29,0.03309,"AT1G12010;AT1G80360"
"upregulated","geometry","GO:1900673","olefin metabolic process",30,2,0.29,0.03309,"AT1G12010;AT1G80360"
"upregulated","geometry","GO:1900674","olefin biosynthetic process",30,2,0.29,0.03309,"AT1G12010;AT1G80360"
"upregulated","geometry","GO:0009813","flavonoid biosynthetic process",74,3,0.71,0.03386,"AT3G21560;AT5G05270;AT5G13930"
"upregulated","geometry","GO:0002833","positive regulation of response to bioti...",75,3,0.72,0.03503,"AT3G52430;AT4G08920;AT4G14400"
"upregulated","geometry","GO:0032103","positive regulation of response to exter...",75,3,0.72,0.03503,"AT3G52430;AT4G08920;AT4G14400"
"upregulated","geometry","GO:0009718","anthocyanin-containing compound biosynth...",32,2,0.31,0.03727,"AT3G21560;AT5G13930"
"upregulated","geometry","GO:0009873","ethylene-activated signaling pathway",77,3,0.73,0.03743,"AT3G16770;AT3G52430;AT5G22270"
"upregulated","geometry","GO:0042430","indole-containing compound metabolic pro...",77,3,0.73,0.03743,"AT1G80360;AT3G52430;AT4G35220"
"upregulated","geometry","GO:0006586","indolalkylamine metabolic process",33,2,0.31,0.03943,"AT1G80360;AT4G35220"
"upregulated","geometry","GO:0009078","pyruvate family amino acid metabolic pro...",33,2,0.31,0.03943,"AT1G03090;AT4G34030"
"upregulated","geometry","GO:0009117","nucleotide metabolic process",261,6,2.49,0.03961,"AT1G55090;AT3G17470;AT3G60180;AT4G08920;AT5G35170;AT5G49970"
"upregulated","geometry","GO:0046148","pigment biosynthetic process",134,4,1.28,0.03969,"AT3G21560;AT5G13930;AT5G49650;AT5G50920"
"upregulated","geometry","GO:1905421","regulation of plant organ morphogenesis",34,2,0.32,0.04163,"AT4G08920;AT4G34600"
"upregulated","geometry","GO:0055086","nucleobase-containing small molecule met...",410,8,3.91,0.04365,"AT1G55090;AT2G30720;AT3G17470;AT3G60180;AT4G08920;AT5G12200;AT5G35170;AT5G49970"
"upregulated","geometry","GO:0009627","systemic acquired resistance",82,3,0.78,0.0438,"AT3G52430;AT4G08920;AT5G60600"
"upregulated","geometry","GO:0036211","protein modification process",2285,30,21.81,0.04455,"AT1G08720;AT1G16890;AT1G21250;AT1G56140;AT1G63350;AT1G67000;AT1G69730;AT1G70530;AT1G70660;AT1G79670;AT2G17520;AT2G20630;AT2G23200;AT2G28890;AT3G05200;AT3G55830;AT4G02420;AT4G08920;AT4G14400;AT4G17486;AT4G23130;AT4G23270;AT4G29050;AT4G33565;AT5G08335;AT5G13290;AT5G38990;AT5G39020;AT5G58940;AT5G62560"
"upregulated","geometry","GO:0071462","cellular response to water stimulus",36,2,0.34,0.04618,"AT2G43350;AT2G46590"
"upregulated","geometry","GO:0031349","positive regulation of defense response",84,3,0.8,0.04649,"AT3G52430;AT4G08920;AT4G14400"
"upregulated","geometry","GO:0071369","cellular response to ethylene stimulus",84,3,0.8,0.04649,"AT3G16770;AT3G52430;AT5G22270"
"upregulated","geometry","GO:0033554","cellular response to stress",1143,17,10.91,0.04698,"AT1G16890;AT1G70660;AT1G71040;AT1G80420;AT2G17520;AT2G33590;AT2G41430;AT2G43350;AT3G12040;AT4G08920;AT4G27450;AT4G37930;AT5G43470;AT5G45380;AT5G46180;AT5G54940;AT5G54960"
"upregulated","geometry","GO:0032956","regulation of actin cytoskeleton organiz...",37,2,0.35,0.04852,"AT2G43800;AT5G07780"
"upregulated","geometry","GO:0042886","amide transport",37,2,0.35,0.04852,"AT2G33470;AT5G45380"
"upregulated","geometry","GO:0010565","regulation of cellular ketone metabolic ...",86,3,0.82,0.04925,"AT1G80360;AT2G46590;AT3G52430"
"upregulated","intensity.fluo","GO:0050896","response to stimulus",5696,62,36.41,1.9e-06,"AT1G12280;AT1G20160;AT1G21250;AT1G22500;AT1G54160;AT1G64360;AT1G67030;AT1G71040;AT1G77920;AT1G80130;AT2G04795;AT2G29120;AT2G33770;AT2G41900;AT2G46440;AT2G46790;AT3G01470;AT3G05200;AT3G08860;AT3G11670;AT3G12360;AT3G15510;AT3G19100;AT3G19290;AT3G29035;AT3G45860;AT3G49580;AT3G52430;AT3G56240;AT3G61060;AT3G61900;AT4G02420;AT4G10380;AT4G11360;AT4G13510;AT4G13820;AT4G17880;AT4G19840;AT4G23130;AT4G23310;AT4G30960;AT4G32160;AT4G32940;AT4G37980;AT4G38580;AT4G39100;AT4G40010;AT5G01820;AT5G05270;AT5G10930;AT5G12170;AT5G14940;AT5G16530;AT5G22290;AT5G26751;AT5G43560;AT5G46490;AT5G48500;AT5G50720;AT5G58787;AT5G61420;AT5G61850"
"upregulated","intensity.fluo","GO:1901700","response to oxygen-containing compound",1601,24,10.23,7.5e-05,"AT1G20160;AT1G21250;AT1G22500;AT1G54160;AT1G67030;AT3G05200;AT3G11670;AT3G15510;AT3G19100;AT3G19290;AT3G29035;AT3G45860;AT3G52430;AT3G56240;AT4G11360;AT4G13510;AT4G17880;AT4G23130;AT4G30960;AT4G32940;AT5G01820;AT5G50720;AT5G58787;AT5G61850"
"upregulated","intensity.fluo","GO:0006950","response to stress",3208,37,20.51,0.00019,"AT1G12280;AT1G20160;AT1G21250;AT1G54160;AT1G64360;AT1G71040;AT1G77920;AT1G80130;AT2G04795;AT2G33770;AT2G46440;AT3G01470;AT3G12360;AT3G19290;AT3G29035;AT3G45860;AT3G49580;AT3G52430;AT3G56240;AT3G61060;AT4G02420;AT4G17880;AT4G23130;AT4G23310;AT4G30960;AT4G32940;AT4G37980;AT4G38580;AT4G40010;AT5G01820;AT5G12170;AT5G22290;AT5G26751;AT5G43560;AT5G50720;AT5G58787;AT5G61420"
